url,temp_downloaded,user_decision,temp_path,final_path
https://images.unsplash.com/photo-1646861265183-bc80ac484e99?w=2000&auto=format&fit=crop&q=60&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NDg0fHxpbmRpYXxlbnwwfHwwfHx8MA%3D%3D,yes,accepted,/Volumes/hard-drive/miscellaneous-files/website-interactions/temp_images/temp_image_60.jpg,/Volumes/hard-drive/miscellaneous-files/website-interactions/test/image_61.jpg
https://images.unsplash.com/file-1636576776643-80d394b7be57image?w=416&dpr=2&auto=format&fit=crop&q=60,yes,accepted,/Volumes/hard-drive/miscellaneous-files/website-interactions/temp_images/temp_image_61.jpg,/Volumes/hard-drive/miscellaneous-files/website-interactions/test/image_62.jpg
https://images.unsplash.com/photo-1455157823797-3019317cbcf0?w=2000&auto=format&fit=crop&q=60&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NDd8fGluZGlhfGVufDB8fDB8fHww,yes,accepted,/Volumes/hard-drive/miscellaneous-files/website-interactions/temp_images/temp_image_62.jpg,/Volumes/hard-drive/miscellaneous-files/website-interactions/test/image_63.jpg
https://images.unsplash.com/photo-1526234252162-ce107695b0fc?w=2000&auto=format&fit=crop&q=60&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTg3fHxpbmRpYXxlbnwwfHwwfHx8MA%3D%3D,yes,accepted,/Volumes/hard-drive/miscellaneous-files/website-interactions/temp_images/temp_image_63.jpg,/Volumes/hard-drive/miscellaneous-files/website-interactions/test/image_64.jpg
https://images.unsplash.com/profile-fb-1448098344-358e76f871ab.jpg?w=32&dpr=2&crop=faces&bg=%23fff&h=32&auto=format&fit=crop&q=60&ixlib=rb-4.0.3,discarded,auto_skipped,,
https://images.unsplash.com/profile-1530212415051-1cf552ffc0cc?w=32&dpr=2&crop=faces&bg=%23fff&h=32&auto=format&fit=crop&q=60&ixlib=rb-4.1.0,discarded,auto_skipped,,
https://images.unsplash.com/photo-1571536802807-30451e3955d8?w=2000&auto=format&fit=crop&q=60&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxzZWFyY2h8OTl8fGluZGlhfGVufDB8fDB8fHww,yes,accepted,/Volumes/hard-drive/miscellaneous-files/website-interactions/temp_images/temp_image_66.jpg,/Volumes/hard-drive/miscellaneous-files/website-interactions/test/image_67.jpg
https://images.unsplash.com/profile-1598790773134-41d4d3858cc9image?w=32&dpr=2&crop=faces&bg=%23fff&h=32&auto=format&fit=crop&q=60&ixlib=rb-4.1.0,discarded,auto_skipped,,
https://images.unsplash.com/profile-1598528544454-a4b47f91305aimage?w=32&dpr=2&crop=faces&bg=%23fff&h=32&auto=format&fit=crop&q=60&ixlib=rb-4.1.0,discarded,auto_skipped,,
https://images.unsplash.com/profile-fb-1514627768-6592f4ad9bfd.jpg?w=32&dpr=2&crop=faces&bg=%23fff&h=32&auto=format&fit=crop&q=60&ixlib=rb-4.1.0,discarded,auto_skipped,,
